name,rms,iteracion
8,58.41109,102
8,57.7416,128
8,66.1926,256
80,58.41109,102
80,58.411,128
80,100,256
800,58.41109,102
800,58.411,128
800,100,256
8000,58.41109,102
8000,58.411,128
8000,100,256
80000,58.41109,102
80000,58.411,128
80000,100,256
8,53.1823,1128
8,52.7683,1256
80,52.57532,1128
80,53.4051,1256
800,56.1926,1128
800,60.172,1256
8000,56.65017,1128
8000,61.4213,1256
